ATADS : Airport Operations : Standard Report,,,,,,,,,,
,,,,,,,,,,
"From 1/1/2019 To 2/28/2022 | Facility=SEA, PAE, MWH",,,,,,,,,,
2021-12-29,SEA,806,17,0,0,823,0,0,0,823
2021-12-30,MWH,6,0,1,0,7,0,0,0,7
2021-12-30,PAE,15,5,11,0,31,8,0,8,39
2021-12-30,SEA,726,8,4,0,738,0,0,0,738
2021-12-31,MWH,6,0,4,0,10,0,0,0,10
2021-12-31,PAE,15,2,61,0,78,99,0,99,177
2021-12-31,SEA,782,7,4,0,793,0,0,0,793
2022-01-01,MWH,0,3,6,0,9,0,0,0,9
2022-01-01,PAE,7,2,56,0,65,46,0,46,111
2022-01-01,SEA,779,4,0,0,783,0,0,0,783
2022-01-02,MWH,9,0,6,0,15,8,0,8,23
2022-01-02,PAE,13,3,23,0,39,1,0,1,40
2022-01-02,SEA,931,1,1,0,933,0,0,0,933
2022-01-03,MWH,2,2,2,0,6,0,0,0,6
2022-01-03,PAE,10,8,20,0,38,22,0,22,60
2022-01-03,SEA,910,10,1,0,921,0,0,0,921
2022-01-04,MWH,0,0,0,0,0,0,0,0,0
2022-01-04,PAE,13,5,25,0,43,24,0,24,67
2022-01-04,SEA,850,15,2,0,867,0,0,0,867
2022-01-05,MWH,5,50,9,4,68,144,0,144,212
2022-01-05,PAE,15,7,24,0,46,26,0,26,72
2022-01-05,SEA,868,14,1,0,883,0,0,0,883
2022-01-06,MWH,2,0,0,0,2,0,0,0,2
2022-01-06,PAE,22,7,26,0,55,0,0,0,55
2022-01-06,SEA,931,11,0,0,942,0,0,0,942
2022-01-07,MWH,4,1,21,22,48,2,32,34,82
2022-01-07,PAE,32,7,13,10,62,0,0,0,62
2022-01-07,SEA,961,16,6,0,983,0,0,0,983
2022-01-08,MWH,2,0,27,2,31,52,0,52,83
2022-01-08,PAE,22,3,108,0,133,68,0,68,201
2022-01-08,SEA,859,4,0,0,863,0,0,0,863
2022-01-09,MWH,4,2,26,0,32,1,0,1,33
2022-01-09,PAE,32,1,434,0,467,452,0,452,919
2022-01-09,SEA,965,4,2,0,971,0,0,0,971
2022-01-10,MWH,8,62,14,25,109,349,16,365,474
2022-01-10,PAE,25,5,40,0,70,71,0,71,141
2022-01-10,SEA,1020,10,4,0,1034,0,0,0,1034
2022-01-11,MWH,8,60,2,1,71,291,0,291,362
2022-01-11,PAE,9,3,21,0,33,0,0,0,33
2022-01-11,SEA,923,10,1,0,934,0,0,0,934
2022-01-12,MWH,0,96,10,43,149,328,16,344,493
2022-01-12,PAE,14,11,54,0,79,122,0,122,201
2022-01-12,SEA,949,10,42,1,1002,0,0,0,1002
2022-01-13,MWH,40,92,36,51,219,340,50,390,609
2022-01-13,PAE,27,1,108,1,137,258,0,258,395
2022-01-13,SEA,1022,12,6,2,1042,0,0,0,1042
2022-01-14,MWH,6,0,2,0,8,0,0,0,8
2022-01-14,PAE,32,5,267,2,306,292,0,292,598
2022-01-14,SEA,981,16,1,0,998,0,0,0,998
2022-01-15,MWH,6,1,0,0,7,0,0,0,7
2022-01-15,PAE,8,1,40,0,49,60,0,60,109
2022-01-15,SEA,910,3,1,0,914,0,0,0,914
2022-01-16,MWH,4,4,4,0,12,0,0,0,12
2022-01-16,PAE,18,2,19,0,39,0,0,0,39
2022-01-16,SEA,891,4,0,0,895,0,0,0,895
2022-01-17,MWH,9,0,10,0,19,0,0,0,19
2022-01-17,PAE,18,0,72,0,90,40,0,40,130
2022-01-17,SEA,980,11,2,0,993,0,0,0,993
2022-01-18,MWH,0,3,15,2,20,2,0,2,22
2022-01-18,PAE,16,3,29,10,58,0,0,0,58
2022-01-18,SEA,881,13,1,0,895,0,0,0,895
2022-01-19,MWH,14,1,9,3,27,0,0,0,27
2022-01-19,PAE,11,2,129,2,144,225,0,225,369
2022-01-19,SEA,897,10,1,0,908,0,0,0,908
2022-01-20,MWH,2,1,3,4,10,0,0,0,10
2022-01-20,PAE,23,5,19,0,47,0,0,0,47
2022-01-20,SEA,1017,12,2,0,1031,0,0,0,1031
2022-01-21,MWH,27,0,38,23,88,14,26,40,128
2022-01-21,PAE,30,4,168,0,202,333,0,333,535
2022-01-21,SEA,994,18,0,0,1012,0,0,0,1012
2022-01-22,MWH,4,0,2,0,6,0,0,0,6
2022-01-22,PAE,17,1,203,0,221,276,0,276,497
2022-01-22,SEA,876,5,1,0,882,0,0,0,882
2022-01-23,MWH,2,0,2,0,4,0,0,0,4
2022-01-23,PAE,6,0,6,0,12,0,0,0,12
2022-01-23,SEA,875,1,1,0,877,0,0,0,877
2022-01-24,MWH,7,1,0,0,8,0,0,0,8
2022-01-24,PAE,1,1,5,0,7,0,0,0,7
2022-01-24,SEA,984,7,0,0,991,0,0,0,991
2022-01-25,MWH,17,2,5,3,27,0,0,0,27
2022-01-25,PAE,6,4,10,2,22,0,0,0,22
2022-01-25,SEA,887,17,2,0,906,0,0,0,906
2022-01-26,MWH,16,10,10,28,64,166,0,166,230
2022-01-26,PAE,12,3,45,0,60,94,0,94,154
2022-01-26,SEA,931,16,5,0,952,0,0,0,952
2022-01-27,MWH,12,48,10,12,82,306,7,313,395
2022-01-27,PAE,19,10,179,2,210,348,0,348,558
2022-01-27,SEA,1022,16,1,0,1039,0,0,0,1039
2022-01-28,MWH,21,0,12,6,39,21,0,21,60
2022-01-28,PAE,24,1,297,0,322,317,0,317,639
2022-01-28,SEA,994,17,4,0,1015,0,0,0,1015
2022-01-29,MWH,4,1,6,2,13,0,0,0,13
2022-01-29,PAE,9,1,324,0,334,404,0,404,738
2022-01-29,SEA,849,5,0,0,854,0,0,0,854
2022-01-30,MWH,4,1,3,0,8,0,0,0,8
2022-01-30,PAE,24,0,31,0,55,6,0,6,61
2022-01-30,SEA,946,5,2,0,953,0,0,0,953
2022-01-31,MWH,2,105,39,79,225,314,95,409,634
2022-01-31,PAE,25,0,95,1,121,251,0,251,372
2022-01-31,SEA,989,13,2,0,1004,0,0,0,1004
2022-02-01,MWH,54,122,31,46,253,276,24,300,553
2022-02-01,PAE,19,6,59,3,87,232,18,250,337
2022-02-01,SEA,906,12,4,0,922,0,0,0,922
2022-02-02,MWH,26,105,19,55,205,264,29,293,498
2022-02-02,PAE,28,0,61,1,90,169,0,169,259
2022-02-02,SEA,927,14,1,2,944,0,0,0,944
2022-02-03,MWH,52,80,34,32,198,171,20,191,389
2022-02-03,PAE,22,2,38,0,62,0,0,0,62
2022-02-03,SEA,970,11,0,0,981,0,0,0,981
2022-02-04,MWH,15,1,21,25,62,2,0,2,64
2022-02-04,PAE,25,3,65,0,93,8,0,8,101
2022-02-04,SEA,982,11,8,0,1001,0,0,0,1001
2022-02-05,MWH,5,0,15,0,20,0,0,0,20
2022-02-05,PAE,20,2,99,0,121,46,0,46,167
2022-02-05,SEA,898,5,1,0,904,0,0,0,904
2022-02-06,MWH,2,1,12,0,15,10,0,10,25
2022-02-06,PAE,23,1,276,0,300,419,0,419,719
2022-02-06,SEA,985,0,0,0,985,0,0,0,985
2022-02-07,MWH,0,27,21,46,94,102,50,152,246
2022-02-07,PAE,28,3,55,0,86,8,2,10,96
2022-02-07,SEA,997,10,4,0,1011,0,0,0,1011
2022-02-08,MWH,18,117,38,20,193,208,106,314,507
2022-02-08,PAE,14,5,165,5,189,289,16,305,494
2022-02-08,SEA,914,13,15,0,942,0,0,0,942
2022-02-09,MWH,19,114,37,17,187,190,13,203,390
2022-02-09,PAE,11,2,136,3,152,344,0,344,496
2022-02-09,SEA,933,15,7,0,955,0,0,0,955
2022-02-10,MWH,17,114,39,65,235,253,90,343,578
2022-02-10,PAE,18,2,38,0,58,6,0,6,64
2022-02-10,SEA,1027,18,7,0,1052,0,0,0,1052
2022-02-11,MWH,31,4,70,18,123,118,10,128,251
2022-02-11,PAE,31,6,198,0,235,238,0,238,473
2022-02-11,SEA,1028,12,4,0,1044,0,0,0,1044
2022-02-12,MWH,8,3,50,2,63,16,0,16,79
2022-02-12,PAE,10,2,362,0,374,370,0,370,744
2022-02-12,SEA,880,8,0,0,888,0,0,0,888
2022-02-13,MWH,4,8,7,0,19,4,0,4,23
2022-02-13,PAE,24,2,210,0,236,343,21,364,600
2022-02-13,SEA,965,3,1,0,969,0,0,0,969
2022-02-14,MWH,22,128,17,35,202,308,46,354,556
2022-02-14,PAE,24,1,26,3,54,47,0,47,101
2022-02-14,SEA,1006,11,5,0,1022,0,0,0,1022
2022-02-15,MWH,3,138,24,29,194,240,47,287,481
2022-02-15,PAE,9,2,101,1,113,252,8,260,373
2022-02-15,SEA,922,12,10,0,944,0,0,0,944
2022-02-16,MWH,20,117,43,53,233,182,80,262,495
2022-02-16,PAE,9,7,165,0,181,418,0,418,599
2022-02-16,SEA,946,10,6,0,962,0,0,0,962
2022-02-17,MWH,7,108,35,36,186,220,62,282,468
2022-02-17,PAE,26,6,49,0,81,58,0,58,139
2022-02-17,SEA,1041,12,2,0,1055,0,0,0,1055
2022-02-18,MWH,6,4,40,15,65,62,50,112,177
2022-02-18,PAE,28,2,189,0,219,264,0,264,483
2022-02-18,SEA,1044,11,5,0,1060,0,0,0,1060
2022-02-19,MWH,7,1,25,0,33,20,0,20,53
2022-02-19,PAE,16,4,25,0,45,0,0,0,45
2022-02-19,SEA,921,5,3,0,929,0,0,0,929
2022-02-20,MWH,0,1,15,0,16,11,0,11,27
2022-02-20,PAE,24,6,49,0,79,113,0,113,192
2022-02-20,SEA,954,5,2,0,961,0,0,0,961
2022-02-21,MWH,9,0,5,0,14,0,0,0,14
2022-02-21,PAE,30,2,40,0,72,88,0,88,160
2022-02-21,SEA,1003,8,5,0,1016,0,0,0,1016
2022-02-22,MWH,7,26,9,22,64,50,43,93,157
2022-02-22,PAE,12,7,98,0,117,216,0,216,333
2022-02-22,SEA,985,10,4,1,1000,0,0,0,1000
2022-02-23,MWH,8,125,42,36,211,212,48,260,471
2022-02-23,PAE,11,0,245,2,258,471,0,471,729
2022-02-23,SEA,972,12,4,0,988,0,0,0,988
2022-02-24,MWH,0,2,28,16,46,2,46,48,94
2022-02-24,PAE,27,1,144,0,172,246,0,246,418
2022-02-24,SEA,1019,10,4,3,1036,0,0,0,1036
2022-02-25,MWH,10,1,31,30,72,46,38,84,156
2022-02-25,PAE,25,3,329,0,357,368,0,368,725
2022-02-25,SEA,1046,10,5,0,1061,0,0,0,1061
2022-02-26,MWH,12,0,42,0,54,20,0,20,74
2022-02-26,PAE,11,3,129,0,143,175,0,175,318
2022-02-26,SEA,935,8,3,0,946,0,0,0,946
2022-02-27,MWH,6,0,12,0,18,12,0,12,30
2022-02-27,PAE,30,1,29,1,61,0,0,0,61
2022-02-27,SEA,1012,0,2,0,1014,0,0,0,1014
2022-02-28,MWH,10,1,5,4,20,0,1,1,21
2022-02-28,PAE,31,6,19,0,56,0,0,0,56
2022-02-28,SEA,1045,12,2,0,1059,0,0,0,1059
